event_name,event_timestamp,user_pseudo_id,from_prev_event,session
onboarding_welcome_screen,1538341610616002,000bf8e1812a0335c7e65d52b3f6e816,,1
onboarding_otherLogin__show,1538341616091017,000bf8e1812a0335c7e65d52b3f6e816,5.475015,1
onboarding_welcome_screen,1538341620614024,000bf8e1812a0335c7e65d52b3f6e816,4.523007,1
onboarding_welcome_screen,1538341626961003,000bf8e1812a0335c7e65d52b3f6e816,6.346979,1
onboarding_welcome_screen,1538341628689012,000bf8e1812a0335c7e65d52b3f6e816,1.728009,1
onboarding_welcome_screen,1538341632262026,000bf8e1812a0335c7e65d52b3f6e816,3.573014,1
onboarding_welcome_screen,1538341635302035,000bf8e1812a0335c7e65d52b3f6e816,3.040009,1
passed,1538341636931046,000bf8e1812a0335c7e65d52b3f6e816,1.629011,1
onboarding_welcome_screen,1538376206890002,00275391998b3f87d798f6e7a1ec5c15,,2
onboarding_otherLogin__show,1538376217456026,00275391998b3f87d798f6e7a1ec5c15,10.566024,2
onboarding_otherLogin__chooseLoginType,1538376222809005,00275391998b3f87d798f6e7a1ec5c15,5.352979,2
onboarding_otherLogin_privacy_policyShown,1538376222844006,00275391998b3f87d798f6e7a1ec5c15,0.035001,2
onboarding_welcome_screen,1538376341771361,00275391998b3f87d798f6e7a1ec5c15,118.927355,2
onboarding_welcome_screen,1538376448990014,00275391998b3f87d798f6e7a1ec5c15,107.218653,2
passed,1538376540234186,00275391998b3f87d798f6e7a1ec5c15,91.24417199999999,2
onboarding_welcome_screen,1538415786427002,004ecbe8a710f3c7b5b3cbc9bc0c74b2,,3
onboarding__chooseLoginType,1538415803995025,004ecbe8a710f3c7b5b3cbc9bc0c74b2,17.568023,3
onboarding_privacy_policyShown,1538415804024026,004ecbe8a710f3c7b5b3cbc9bc0c74b2,0.029001,3
onboarding_login_Type1,1538415804031027,004ecbe8a710f3c7b5b3cbc9bc0c74b2,0.007001,3
onboarding_privacy_policyAccepted,1538415806930036,004ecbe8a710f3c7b5b3cbc9bc0c74b2,2.899009,3
onboarding__loginFailure,1538415836547004,004ecbe8a710f3c7b5b3cbc9bc0c74b2,29.616968,3
onboarding_login_Type1_cancel,1538415836548005,004ecbe8a710f3c7b5b3cbc9bc0c74b2,0.001001,3
onboarding__chooseLoginType,1538415838125014,004ecbe8a710f3c7b5b3cbc9bc0c74b2,1.577009,3
onboarding_login_Type2,1538415838130015,004ecbe8a710f3c7b5b3cbc9bc0c74b2,0.005000999999999999,3
onboarding_otherLogin__show,1538415856806083,004ecbe8a710f3c7b5b3cbc9bc0c74b2,18.676068,3
onboarding_welcome_screen,1538415864413099,004ecbe8a710f3c7b5b3cbc9bc0c74b2,7.607016000000001,3
onboarding_welcome_screen,1538415885606016,004ecbe8a710f3c7b5b3cbc9bc0c74b2,21.192917,3
onboarding_welcome_screen,1538415966487192,004ecbe8a710f3c7b5b3cbc9bc0c74b2,80.881176,3
onboarding_welcome_screen,1538416341429246,004ecbe8a710f3c7b5b3cbc9bc0c74b2,374.942054,3
passed,1538416349714021,004ecbe8a710f3c7b5b3cbc9bc0c74b2,8.284775,3
onboarding_welcome_screen,1538426640865002,00530441b09d5494b09e936a97d5cb99,,4
onboarding_otherLogin__show,1538426678887032,00530441b09d5494b09e936a97d5cb99,38.02203,4
onboarding_welcome_screen,1538426700980006,00530441b09d5494b09e936a97d5cb99,22.092973999999998,4
onboarding_welcome_screen,1538426765619004,00530441b09d5494b09e936a97d5cb99,64.638998,4
onboarding_welcome_screen,1538426771860011,00530441b09d5494b09e936a97d5cb99,6.241007,4
onboarding_welcome_screen,1538426800059032,00530441b09d5494b09e936a97d5cb99,28.199021000000002,4
onboarding_welcome_screen,1538426806121039,00530441b09d5494b09e936a97d5cb99,6.062007,4
onboarding_welcome_screen,1538426806762048,00530441b09d5494b09e936a97d5cb99,0.641009,4
passed,1538426806810049,00530441b09d5494b09e936a97d5cb99,0.048001,4
onboarding_welcome_screen,1538372710555002,005502038cec478faf343fe54310a848,,5
onboarding__chooseLoginType,1538372714967002,005502038cec478faf343fe54310a848,4.412,5
onboarding_privacy_policyShown,1538372715001003,005502038cec478faf343fe54310a848,0.034000999999999997,5
onboarding_login_Type2,1538372715013004,005502038cec478faf343fe54310a848,0.012001000000000001,5
onboarding_privacy_policyAccepted,1538372717695007,005502038cec478faf343fe54310a848,2.682003,5
passed,1538372736590002,005502038cec478faf343fe54310a848,18.894995,5
onboarding_welcome_screen,1538349651490002,008ef6b86f8cf9bc34459afd0b35b74d,,6
onboarding_otherLogin__show,1538349662643023,008ef6b86f8cf9bc34459afd0b35b74d,11.153021,6
onboarding_welcome_screen,1538349668326006,008ef6b86f8cf9bc34459afd0b35b74d,5.682983,6
lost,1538349668326007,008ef6b86f8cf9bc34459afd0b35b74d,1e-06,6
onboarding_welcome_screen,1538345157600002,00a6eadf6abceab38ed06afe20f96738,,7
onboarding__chooseLoginType,1538345173775002,00a6eadf6abceab38ed06afe20f96738,16.175,7
onboarding_privacy_policyShown,1538345173816003,00a6eadf6abceab38ed06afe20f96738,0.041000999999999996,7
onboarding_login_Type1,1538345173825004,00a6eadf6abceab38ed06afe20f96738,0.009001,7
onboarding_privacy_policyAccepted,1538345176058009,00a6eadf6abceab38ed06afe20f96738,2.233005,7
onboarding_welcome_screen,1538345213793009,00a6eadf6abceab38ed06afe20f96738,37.735,7
onboarding_welcome_screen,1538345222117019,00a6eadf6abceab38ed06afe20f96738,8.324010000000001,7
passed,1538345235953028,00a6eadf6abceab38ed06afe20f96738,13.836008999999999,7
onboarding_welcome_screen,1538343013681002,00b78ef5baee6f904786836fc8e0583e,,8
onboarding_otherLogin__show,1538343028371001,00b78ef5baee6f904786836fc8e0583e,14.689998999999998,8
onboarding_otherLogin__close,1538343029838005,00b78ef5baee6f904786836fc8e0583e,1.4670040000000002,8
onboarding__chooseLoginType,1538343039355007,00b78ef5baee6f904786836fc8e0583e,9.517002,8
onboarding_privacy_policyShown,1538343039438008,00b78ef5baee6f904786836fc8e0583e,0.083001,8
onboarding_login_Type2,1538343039461009,00b78ef5baee6f904786836fc8e0583e,0.023001,8
onboarding_privacy_policyDecline,1538343041776013,00b78ef5baee6f904786836fc8e0583e,2.315004,8
lost,1538343041776014,00b78ef5baee6f904786836fc8e0583e,1e-06,8
onboarding_welcome_screen,1538347657111002,00c7a9cce88f97199d80266d70906cd7,,9
onboarding__chooseLoginType,1538347664772005,00c7a9cce88f97199d80266d70906cd7,7.661003,9
onboarding_privacy_policyShown,1538347664808006,00c7a9cce88f97199d80266d70906cd7,0.036001,9
onboarding_login_Type1,1538347664816007,00c7a9cce88f97199d80266d70906cd7,0.008001000000000001,9
onboarding_privacy_policyAccepted,1538347666924010,00c7a9cce88f97199d80266d70906cd7,2.108003,9
onboarding_welcome_screen,1538347702667010,00c7a9cce88f97199d80266d70906cd7,35.743,9
onboarding_welcome_screen,1538347709149020,00c7a9cce88f97199d80266d70906cd7,6.48201,9
passed,1538347767393246,00c7a9cce88f97199d80266d70906cd7,58.244226,9
onboarding_welcome_screen,1538420792001002,00d79a98cc4c83b7e1e699e5d4fff335,,10
onboarding__chooseLoginType,1538420808988002,00d79a98cc4c83b7e1e699e5d4fff335,16.987000000000002,10
onboarding_privacy_policyShown,1538420809058003,00d79a98cc4c83b7e1e699e5d4fff335,0.070001,10
onboarding_login_Type1,1538420809079004,00d79a98cc4c83b7e1e699e5d4fff335,0.021001,10
onboarding_privacy_policyAccepted,1538420813954007,00d79a98cc4c83b7e1e699e5d4fff335,4.8750029999999995,10
onboarding__loginFailure,1538420817905003,00d79a98cc4c83b7e1e699e5d4fff335,3.950996,10
onboarding_login_Type1_cancel,1538420817905004,00d79a98cc4c83b7e1e699e5d4fff335,1e-06,10
onboarding__chooseLoginType,1538420967873003,00d79a98cc4c83b7e1e699e5d4fff335,149.967999,10
onboarding_login_Type1,1538420967971004,00d79a98cc4c83b7e1e699e5d4fff335,0.098001,10
onboarding__loginFailure,1538420998813004,00d79a98cc4c83b7e1e699e5d4fff335,30.842,10
onboarding_login_Type1_cancel,1538420998814005,00d79a98cc4c83b7e1e699e5d4fff335,0.001001,10
lost,1538420998814006,00d79a98cc4c83b7e1e699e5d4fff335,1e-06,10
onboarding_welcome_screen,1538391139234002,00d93f0cd68b4bcab1186eb737403a65,,11
onboarding__chooseLoginType,1538391142673003,00d93f0cd68b4bcab1186eb737403a65,3.439001,11
onboarding_privacy_policyShown,1538391142727004,00d93f0cd68b4bcab1186eb737403a65,0.054001,11
onboarding_login_Type1,1538391142739005,00d93f0cd68b4bcab1186eb737403a65,0.012001000000000001,11
onboarding_privacy_policyAccepted,1538391144335008,00d93f0cd68b4bcab1186eb737403a65,1.596003,11
onboarding_welcome_screen,1538391154491009,00d93f0cd68b4bcab1186eb737403a65,10.156001,11
onboarding_welcome_screen,1538391160591003,00d93f0cd68b4bcab1186eb737403a65,6.099994000000001,11
onboarding_welcome_screen,1538391165527008,00d93f0cd68b4bcab1186eb737403a65,4.936005000000001,11
passed,1538391180510005,00d93f0cd68b4bcab1186eb737403a65,14.982997,11
onboarding_welcome_screen,1538409054480002,00d9e3fa3372ab238b19d366476979a3,,12
onboarding_otherLogin__show,1538409058291005,00d9e3fa3372ab238b19d366476979a3,3.811003,12
onboarding_welcome_screen,1538409059757013,00d9e3fa3372ab238b19d366476979a3,1.466008,12
lost,1538409059757014,00d9e3fa3372ab238b19d366476979a3,1e-06,12
onboarding_welcome_screen,1538398222122002,00f2573cb57daba8b7c3152577ae2e41,,13
onboarding__chooseLoginType,1538398240308015,00f2573cb57daba8b7c3152577ae2e41,18.186013,13
onboarding_privacy_policyShown,1538398240337016,00f2573cb57daba8b7c3152577ae2e41,0.029001,13
onboarding_login_Type1,1538398240344017,00f2573cb57daba8b7c3152577ae2e41,0.007001,13
onboarding_privacy_policyAccepted,1538398243660025,00f2573cb57daba8b7c3152577ae2e41,3.316008,13
onboarding__loginFailure,1538398331224003,00f2573cb57daba8b7c3152577ae2e41,87.563978,13
onboarding_login_Type1_cancel,1538398331225004,00f2573cb57daba8b7c3152577ae2e41,0.001001,13
onboarding__chooseLoginType,1538398337381016,00f2573cb57daba8b7c3152577ae2e41,6.1560120000000005,13
onboarding_login_Type1,1538398337385017,00f2573cb57daba8b7c3152577ae2e41,0.004001,13
onboarding_welcome_screen,1538398360482010,00f2573cb57daba8b7c3152577ae2e41,23.096992999999998,13
lost,1538398360482011,00f2573cb57daba8b7c3152577ae2e41,1e-06,13
onboarding_welcome_screen,1538364764932002,010c1eeac19f1c85348d638e87e0bcdc,,14
onboarding__chooseLoginType,1538364772168003,010c1eeac19f1c85348d638e87e0bcdc,7.236001,14
onboarding_privacy_policyShown,1538364772215004,010c1eeac19f1c85348d638e87e0bcdc,0.047001,14
onboarding_login_Type2,1538364772223005,010c1eeac19f1c85348d638e87e0bcdc,0.008001000000000001,14
onboarding_privacy_policyDecline,1538364774219008,010c1eeac19f1c85348d638e87e0bcdc,1.996003,14
onboarding_otherLogin__show,1538364775469015,010c1eeac19f1c85348d638e87e0bcdc,1.2500069999999999,14
onboarding_otherLogin__close,1538364780067012,010c1eeac19f1c85348d638e87e0bcdc,4.597997,14
onboarding__chooseLoginType,1538364805119006,010c1eeac19f1c85348d638e87e0bcdc,25.051994,14
onboarding_login_Type1,1538364805136007,010c1eeac19f1c85348d638e87e0bcdc,0.017001,14
onboarding_privacy_policyAccepted,1538364806655010,010c1eeac19f1c85348d638e87e0bcdc,1.519003,14
onboarding__loginFailure,1538364812530004,010c1eeac19f1c85348d638e87e0bcdc,5.874994,14
onboarding_login_Type1_cancel,1538364812531005,010c1eeac19f1c85348d638e87e0bcdc,0.001001,14
onboarding_otherLogin__show,1538364813871014,010c1eeac19f1c85348d638e87e0bcdc,1.340009,14
onboarding_welcome_screen,1538375888068002,010c1eeac19f1c85348d638e87e0bcdc,11074.196988,14
onboarding__chooseLoginType,1538375892412002,010c1eeac19f1c85348d638e87e0bcdc,4.343999999999999,14
onboarding_privacy_policyShown,1538375892456003,010c1eeac19f1c85348d638e87e0bcdc,0.044001,14
onboarding_login_Type1,1538375892465004,010c1eeac19f1c85348d638e87e0bcdc,0.009001,14
onboarding_privacy_policyAccepted,1538375894145009,010c1eeac19f1c85348d638e87e0bcdc,1.680005,14
lost,1538375894145010,010c1eeac19f1c85348d638e87e0bcdc,1e-06,14
onboarding_welcome_screen,1538410621959002,0111ade15a78fe872fae677856052fa5,,15
onboarding_otherLogin__show,1538410649509064,0111ade15a78fe872fae677856052fa5,27.550062,15
onboarding_otherLogin__chooseLoginType,1538410653894072,0111ade15a78fe872fae677856052fa5,4.385008,15
onboarding_otherLogin_privacy_policyShown,1538410653941073,0111ade15a78fe872fae677856052fa5,0.047001,15
onboarding_welcome_screen,1538410662596009,0111ade15a78fe872fae677856052fa5,8.654936,15
onboarding_welcome_screen,1538410691864023,0111ade15a78fe872fae677856052fa5,29.268014,15
onboarding_welcome_screen,1538410722735034,0111ade15a78fe872fae677856052fa5,30.871011,15
onboarding_welcome_screen,1538410739766044,0111ade15a78fe872fae677856052fa5,17.031010000000002,15
passed,1538410748857016,0111ade15a78fe872fae677856052fa5,9.090972,15
onboarding_welcome_screen,1538356597001002,016c28c57aef11752c0bb43ec041e08f,,16
onboarding__chooseLoginType,1538356602858003,016c28c57aef11752c0bb43ec041e08f,5.857001,16
onboarding_privacy_policyShown,1538356602908004,016c28c57aef11752c0bb43ec041e08f,0.050001,16
onboarding_login_Type1,1538356602921005,016c28c57aef11752c0bb43ec041e08f,0.013000999999999999,16
onboarding_privacy_policyAccepted,1538356606158012,016c28c57aef11752c0bb43ec041e08f,3.237007,16
onboarding_welcome_screen,1538356691794007,016c28c57aef11752c0bb43ec041e08f,85.635995,16
onboarding_welcome_screen,1538356710041004,016c28c57aef11752c0bb43ec041e08f,18.246997,16
onboarding_welcome_screen,1538356720312005,016c28c57aef11752c0bb43ec041e08f,10.271001,16
passed,1538356763556142,016c28c57aef11752c0bb43ec041e08f,43.244137,16
onboarding_welcome_screen,1538344281423002,017858c64302589df72620820ea63ac6,,17
onboarding_otherLogin__show,1538344308261004,017858c64302589df72620820ea63ac6,26.838002000000003,17
onboarding_welcome_screen,1538344310622019,017858c64302589df72620820ea63ac6,2.361015,17
onboarding_welcome_screen,1538344314348027,017858c64302589df72620820ea63ac6,3.726008,17
onboarding_welcome_screen,1538344322771040,017858c64302589df72620820ea63ac6,8.423013000000001,17
onboarding_welcome_screen,1538344339638126,017858c64302589df72620820ea63ac6,16.867085999999997,17
onboarding_welcome_screen,1538344344381139,017858c64302589df72620820ea63ac6,4.7430129999999995,17
onboarding_welcome_screen,1538344345184147,017858c64302589df72620820ea63ac6,0.8030079999999999,17
passed,1538344345228148,017858c64302589df72620820ea63ac6,0.044001,17
onboarding_welcome_screen,1538421724615002,018c4238d2045178d0b26048d29e1a91,,18
onboarding__chooseLoginType,1538421727928008,018c4238d2045178d0b26048d29e1a91,3.3130059999999997,18
onboarding_privacy_policyShown,1538421727958009,018c4238d2045178d0b26048d29e1a91,0.030001,18
onboarding_login_Type1,1538421727966010,018c4238d2045178d0b26048d29e1a91,0.008001000000000001,18
onboarding_privacy_policyAccepted,1538421729612013,018c4238d2045178d0b26048d29e1a91,1.6460029999999999,18
lost,1538421729612014,018c4238d2045178d0b26048d29e1a91,1e-06,18
onboarding_welcome_screen,1538423846428002,019cc32a6b950159953307425afea384,,19
onboarding_otherLogin__show,1538423853917009,019cc32a6b950159953307425afea384,7.489007000000001,19
onboarding_welcome_screen,1538423855740014,019cc32a6b950159953307425afea384,1.823005,19
onboarding_welcome_screen,1538423857857003,019cc32a6b950159953307425afea384,2.116989,19
onboarding_welcome_screen,1538423865425009,019cc32a6b950159953307425afea384,7.568006,19
onboarding_welcome_screen,1538423869701015,019cc32a6b950159953307425afea384,4.276006,19
passed,1538423870924023,019cc32a6b950159953307425afea384,1.223008,19
onboarding_welcome_screen,1538420809999002,01a1a6568130b44aa34704ce501bc928,,20
onboarding__chooseLoginType,1538420817354004,01a1a6568130b44aa34704ce501bc928,7.355002000000001,20
onboarding_privacy_policyShown,1538420817387005,01a1a6568130b44aa34704ce501bc928,0.033001,20
onboarding_login_Type1,1538420817395006,01a1a6568130b44aa34704ce501bc928,0.008001000000000001,20
onboarding_privacy_policyAccepted,1538420819479009,01a1a6568130b44aa34704ce501bc928,2.084003,20
onboarding__loginFailure,1538420831511004,01a1a6568130b44aa34704ce501bc928,12.031995,20
onboarding_login_Type1_cancel,1538420831512005,01a1a6568130b44aa34704ce501bc928,0.001001,20
onboarding__chooseLoginType,1538420832756012,01a1a6568130b44aa34704ce501bc928,1.2440069999999999,20
onboarding_login_Type1,1538420832765013,01a1a6568130b44aa34704ce501bc928,0.009001,20
onboarding_welcome_screen,1538420840403010,01a1a6568130b44aa34704ce501bc928,7.637997,20
onboarding_welcome_screen,1538420850217020,01a1a6568130b44aa34704ce501bc928,9.814010000000001,20
passed,1538420858738030,01a1a6568130b44aa34704ce501bc928,8.52101,20
onboarding_welcome_screen,1538426813796002,01a7a31fa0d3a4d57ac90d7d1dd09028,,21
onboarding_otherLogin__show,1538426817736017,01a7a31fa0d3a4d57ac90d7d1dd09028,3.9400150000000003,21
onboarding_welcome_screen,1538426819590027,01a7a31fa0d3a4d57ac90d7d1dd09028,1.85401,21
onboarding_welcome_screen,1538426821119039,01a7a31fa0d3a4d57ac90d7d1dd09028,1.529012,21
onboarding_welcome_screen,1538426822965046,01a7a31fa0d3a4d57ac90d7d1dd09028,1.846007,21
onboarding_welcome_screen,1538426824528057,01a7a31fa0d3a4d57ac90d7d1dd09028,1.5630110000000002,21
passed,1538426826619070,01a7a31fa0d3a4d57ac90d7d1dd09028,2.0910130000000002,21
passed,1538391852111006,01a865936d5ed166a9acecdad6279e1b,,22
onboarding_welcome_screen,1538419283528003,01ae910aa378b0c722c876d247540031,,23
onboarding__chooseLoginType,1538419287693003,01ae910aa378b0c722c876d247540031,4.165,23
onboarding_privacy_policyShown,1538419287769004,01ae910aa378b0c722c876d247540031,0.076001,23
onboarding_login_Type2,1538419287799005,01ae910aa378b0c722c876d247540031,0.030001,23
onboarding_privacy_policyTapToPolicy,1538419289649011,01ae910aa378b0c722c876d247540031,1.850006,23
lost,1538419289649012,01ae910aa378b0c722c876d247540031,1e-06,23
onboarding_welcome_screen,1538382599812002,01d2b6c0b5ed0861c8e129fc16a40cd0,,24
onboarding__chooseLoginType,1538382611486002,01d2b6c0b5ed0861c8e129fc16a40cd0,11.674000000000001,24
onboarding_privacy_policyShown,1538382611518003,01d2b6c0b5ed0861c8e129fc16a40cd0,0.032001,24
onboarding_login_Type1,1538382611526004,01d2b6c0b5ed0861c8e129fc16a40cd0,0.008001000000000001,24
onboarding_privacy_policyAccepted,1538382613273000,01d2b6c0b5ed0861c8e129fc16a40cd0,1.746996,24
onboarding_welcome_screen,1538382646522009,01d2b6c0b5ed0861c8e129fc16a40cd0,33.249009,24
onboarding_welcome_screen,1538382665153022,01d2b6c0b5ed0861c8e129fc16a40cd0,18.631013,24
passed,1538382679545062,01d2b6c0b5ed0861c8e129fc16a40cd0,14.39204,24
onboarding_welcome_screen,1538371732699002,01dd23b39ccc38fba61e2e5feaf24ec5,,25
onboarding_otherLogin__show,1538371754392071,01dd23b39ccc38fba61e2e5feaf24ec5,21.693069,25
onboarding_welcome_screen,1538371759998075,01dd23b39ccc38fba61e2e5feaf24ec5,5.606004,25
onboarding_welcome_screen,1538371775071003,01dd23b39ccc38fba61e2e5feaf24ec5,15.072928,25
onboarding_welcome_screen,1538371792335009,01dd23b39ccc38fba61e2e5feaf24ec5,17.264006,25
onboarding_welcome_screen,1538371801471021,01dd23b39ccc38fba61e2e5feaf24ec5,9.136012,25
onboarding_welcome_screen,1538371809245027,01dd23b39ccc38fba61e2e5feaf24ec5,7.774006,25
passed,1538371817018035,01dd23b39ccc38fba61e2e5feaf24ec5,7.773008,25
onboarding_welcome_screen,1538356882457002,01edbd5d1ad5785e247ac27016971cb4,,26
onboarding__chooseLoginType,1538356884419007,01edbd5d1ad5785e247ac27016971cb4,1.962005,26
onboarding_privacy_policyShown,1538356884449008,01edbd5d1ad5785e247ac27016971cb4,0.030001,26
onboarding_login_Type2,1538356884456009,01edbd5d1ad5785e247ac27016971cb4,0.007001,26
onboarding_privacy_policyAccepted,1538356885994013,01edbd5d1ad5785e247ac27016971cb4,1.5380040000000001,26
passed,1538356897577004,01edbd5d1ad5785e247ac27016971cb4,11.582991,26
onboarding_welcome_screen,1538397674749002,02224ceafe3c62c6bb8689edefe65211,,27
onboarding__chooseLoginType,1538397678213007,02224ceafe3c62c6bb8689edefe65211,3.4640050000000002,27
onboarding_privacy_policyShown,1538397678321008,02224ceafe3c62c6bb8689edefe65211,0.108001,27
onboarding_login_Type1,1538397678345009,02224ceafe3c62c6bb8689edefe65211,0.024000999999999998,27
onboarding_privacy_policyAccepted,1538397680350015,02224ceafe3c62c6bb8689edefe65211,2.0050060000000003,27
lost,1538397680350016,02224ceafe3c62c6bb8689edefe65211,1e-06,27
onboarding_welcome_screen,1538386453749002,023144992e31dd4511f7d41c9109d339,,28
lost,1538386453749003,023144992e31dd4511f7d41c9109d339,1e-06,28
onboarding_welcome_screen,1538376284841002,0232d733f4392d2a0d284af0287d2150,,29
onboarding__chooseLoginType,1538376304352005,0232d733f4392d2a0d284af0287d2150,19.511003,29
onboarding_privacy_policyShown,1538376304449006,0232d733f4392d2a0d284af0287d2150,0.097001,29
onboarding_login_Type1,1538376304472007,0232d733f4392d2a0d284af0287d2150,0.023001,29
onboarding_privacy_policyAccepted,1538376308068013,0232d733f4392d2a0d284af0287d2150,3.5960059999999996,29
onboarding__loginFailure,1538376364221004,0232d733f4392d2a0d284af0287d2150,56.152991,29
onboarding_login_Type1_cancel,1538376364222005,0232d733f4392d2a0d284af0287d2150,0.001001,29
onboarding__chooseLoginType,1538376373336006,0232d733f4392d2a0d284af0287d2150,9.114001,29
onboarding_login_Type2,1538376373411007,0232d733f4392d2a0d284af0287d2150,0.075001,29
onboarding__chooseLoginType,1538376385187018,0232d733f4392d2a0d284af0287d2150,11.776011,29
onboarding_login_Type1,1538376385195019,0232d733f4392d2a0d284af0287d2150,0.008001000000000001,29
lost,1538376385195020,0232d733f4392d2a0d284af0287d2150,1e-06,29
onboarding_welcome_screen,1538390956973002,0239aec3a3d44c6adc79874e2496fcd6,,30
onboarding_otherLogin__show,1538390970397005,0239aec3a3d44c6adc79874e2496fcd6,13.424002999999999,30
onboarding_otherLogin__chooseLoginType,1538390972551002,0239aec3a3d44c6adc79874e2496fcd6,2.153997,30
onboarding_otherLogin_privacy_policyShown,1538390972633003,0239aec3a3d44c6adc79874e2496fcd6,0.082001,30
onboarding_welcome_screen,1538390983879001,0239aec3a3d44c6adc79874e2496fcd6,11.245998,30
onboarding_welcome_screen,1538390994582003,0239aec3a3d44c6adc79874e2496fcd6,10.703002,30
onboarding_welcome_screen,1538391000509009,0239aec3a3d44c6adc79874e2496fcd6,5.9270059999999996,30
passed,1538391038082040,0239aec3a3d44c6adc79874e2496fcd6,37.573031,30
onboarding_welcome_screen,1538418531410002,025369d02810e9553569810a7e6e4a6b,,31
onboarding__chooseLoginType,1538418535634003,025369d02810e9553569810a7e6e4a6b,4.224001,31
onboarding_privacy_policyShown,1538418535697004,025369d02810e9553569810a7e6e4a6b,0.063001,31
onboarding_login_Type1,1538418535714005,025369d02810e9553569810a7e6e4a6b,0.017001,31
onboarding_privacy_policyAccepted,1538418537957007,025369d02810e9553569810a7e6e4a6b,2.243003,31
onboarding_welcome_screen,1538418553198010,025369d02810e9553569810a7e6e4a6b,15.241001999999998,31
onboarding_welcome_screen,1538418557166019,025369d02810e9553569810a7e6e4a6b,3.9680089999999995,31
passed,1538418562634029,025369d02810e9553569810a7e6e4a6b,5.46801,31
onboarding_welcome_screen,1538353906715002,0255a13cb819b83bfa4c022bb0d7adf7,,32
onboarding_otherLogin__show,1538353916032003,0255a13cb819b83bfa4c022bb0d7adf7,9.317001,32
onboarding_welcome_screen,1538353922960004,0255a13cb819b83bfa4c022bb0d7adf7,6.928000999999999,32
lost,1538353922960005,0255a13cb819b83bfa4c022bb0d7adf7,1e-06,32
onboarding_welcome_screen,1538363276645002,0261cead2509c1d69921bbe1404009a9,,33
onboarding__chooseLoginType,1538363286553008,0261cead2509c1d69921bbe1404009a9,9.908006,33
onboarding_privacy_policyShown,1538363286637009,0261cead2509c1d69921bbe1404009a9,0.08400099999999999,33
onboarding_login_Type2,1538363286660010,0261cead2509c1d69921bbe1404009a9,0.023001,33
onboarding_privacy_policyDecline,1538363289741015,0261cead2509c1d69921bbe1404009a9,3.0810049999999998,33
onboarding_otherLogin__show,1538363290672007,0261cead2509c1d69921bbe1404009a9,0.930992,33
onboarding_welcome_screen,1538363294507006,0261cead2509c1d69921bbe1404009a9,3.834999,33
onboarding_welcome_screen,1538363305420004,0261cead2509c1d69921bbe1404009a9,10.912998,33
onboarding_welcome_screen,1538363315588015,0261cead2509c1d69921bbe1404009a9,10.168011,33
onboarding_welcome_screen,1538363320856025,0261cead2509c1d69921bbe1404009a9,5.268009999999999,33
onboarding_welcome_screen,1538363326697035,0261cead2509c1d69921bbe1404009a9,5.84101,33
passed,1538363329052047,0261cead2509c1d69921bbe1404009a9,2.355012,33
onboarding_welcome_screen,1538370801135002,026c538ddb8f3978fd406b7a547a1eca,,34
onboarding_otherLogin__show,1538370810412033,026c538ddb8f3978fd406b7a547a1eca,9.277031,34
onboarding_otherLogin__chooseLoginType,1538370817040011,026c538ddb8f3978fd406b7a547a1eca,6.627978,34
onboarding_otherLogin_privacy_policyShown,1538370817070012,026c538ddb8f3978fd406b7a547a1eca,0.030001,34
onboarding_profile_edit_close,1538370929106012,026c538ddb8f3978fd406b7a547a1eca,112.036,34
onboarding_otherLogin__show,1538370932968025,026c538ddb8f3978fd406b7a547a1eca,3.8620129999999997,34
onboarding_welcome_screen,1538370938489036,026c538ddb8f3978fd406b7a547a1eca,5.521011,34
onboarding_welcome_screen,1538370942551048,026c538ddb8f3978fd406b7a547a1eca,4.062012,34
onboarding_welcome_screen,1538370959738103,026c538ddb8f3978fd406b7a547a1eca,17.187054999999997,34
onboarding_welcome_screen,1538370962806117,026c538ddb8f3978fd406b7a547a1eca,3.068014,34
onboarding_welcome_screen,1538370965519139,026c538ddb8f3978fd406b7a547a1eca,2.713022,34
passed,1538370965559141,026c538ddb8f3978fd406b7a547a1eca,0.040001999999999996,34
onboarding_welcome_screen,1538343998196002,027b22f3a8a33f60fc8af80d9cbc4e7d,,35
onboarding__chooseLoginType,1538344000774008,027b22f3a8a33f60fc8af80d9cbc4e7d,2.5780060000000002,35
onboarding_privacy_policyShown,1538344000811009,027b22f3a8a33f60fc8af80d9cbc4e7d,0.037001,35
onboarding_login_Type2,1538344000824010,027b22f3a8a33f60fc8af80d9cbc4e7d,0.013000999999999999,35
onboarding_privacy_policyAccepted,1538344003256005,027b22f3a8a33f60fc8af80d9cbc4e7d,2.431995,35
onboarding_otherLogin__show,1538344017327009,027b22f3a8a33f60fc8af80d9cbc4e7d,14.071004,35
onboarding_otherLogin__chooseLoginType,1538344019942020,027b22f3a8a33f60fc8af80d9cbc4e7d,2.615011,35
onboarding_welcome_screen,1538344027726003,027b22f3a8a33f60fc8af80d9cbc4e7d,7.783983,35
lost,1538344027726004,027b22f3a8a33f60fc8af80d9cbc4e7d,1e-06,35
onboarding_welcome_screen,1538424245373002,02af6bccd6e5f913e4a344f2ca724b2c,,36
onboarding_otherLogin__show,1538424269692004,02af6bccd6e5f913e4a344f2ca724b2c,24.319001999999998,36
onboarding_otherLogin__close,1538424275075011,02af6bccd6e5f913e4a344f2ca724b2c,5.383007,36
